Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Belgium,33.8,33.36,32.43,33.35,34.71,36.33,37.8,37.05,36.67,36.69,34.27,32.94,31.76,28.75,29.38,28.55,25.18,23.42,23.4,23.73,25.46,21.39,21.16,20.63,20.74,20.25,19.34,20.06,19.14,77.94,45.7,43.04,81.84,80.91
Belize,,,,,171.12,,,,,,11637.47,,,598.3,,,620.0,,,489.8,,,,,,,,,,,,,,
Benin,,,,,,530.16,,,,,2511.0,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,,,,,660.3,,,,,,465.0,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),576.6,,,,858.7,,,,855.6,,914.5,,1225.8,,1386.91,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,3127.9,2600.9,1596.5,747.1,852.5,936.2,1094.3,1140.8,1168.7,1261.7,1233.8,1460.1,1493.42,1526.75,1560.07,1593.4,1626.72,1660.05,1693.38,1726.7,1760.02,1793.35,1826.68,1860.0,1550.0,1550.0,1550.0,1549.99,1550.0,1395.77,817.13,766.24,1465.56,1427.32
Botswana,,,,,2038.56,,,,,,,,,,,,,,,,,,,,,12475.14,,,,,,,,
Brazil,103022.3,106320.7,108732.5,110961.4,114938.7,117431.1,110338.3,113915.7,119024.5,120118.8,125584.1,128228.4,134986.4,144497.2,149711.4,151890.7,153865.4,151456.7,152578.9,153654.6,160747.4,168748.5,168751.6,173308.6,177397.5,175884.7,,,,,,,,
Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,27.6,,,,,,,,,,,,,
Bulgaria,30.72,24.05,20.31,18.34,17.83,17.27,16.81,16.0,13.19,13.74,13.98,14.25,14.02,13.46,15.48,14.93,13.34,13.47,14.25,12.93,14.56,13.4,13.65,14.98,16.53,16.9,17.99,17.93,17.58,75.89,44.73,41.88,79.68,78.81
Burkina Faso,,,,,365.8,,,,,,,,,,,,,8728.67,,,,,,,,,,,,,,,,
Burundi,,,,,,,,,909.23,,,,,,,295.92,,,,,353.8,,,,,386.0,,,,,,,,
Cabo Verde,,,,,,6.23,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,,,,,3667.3,,,,,,2864.4,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,,,,,145246.16,,,,,,16120.0,,,,,,,,,,,,,,,,,,,,,,,
Canada,130.42,125.44,127.29,127.25,137.17,138.97,146.07,141.82,129.17,121.88,120.31,116.89,116.42,121.34,128.67,124.87,117.22,119.67,125.53,114.86,112.05,112.79,117.41,123.89,119.84,122.45,124.97,122.67,127.33,,,,,
Central African Republic,,,,,25643.2,,,,,,,,,2612.37,2614.23,2615.78,78.74,80.29,81.84,83.7,85.56,,,,,,,,,,,,,
Chad,,,,773.85,,,,,17877.7,16557.1,16324.6,17666.9,15633.3,14973.0,,,,,,,,,,,,,,,,,,,,
Chile,5797.0,,,7123.8,6386.0,,,,,,6944.0,,,,,,7969.0,,,,7378.0,,,7192.0,,,6913.0,,,,,,,
China,,,,,264120.0,,,,,,,,,,,500000.0,,,,,546530.0,,638600.0,,609770.0,,,,,,,,,
Colombia,24636.63,,,,28337.72,,,,,,33321.9,,,,34375.9,,,,,,,,,,,,,,,,,,,
Comoros,,,,,386.17,,,,,,146.86,,,,,,,,,,,,,,,,,,,,,,,
Congo,,,,,117.8,,,,,,266.6,,,,,,,,,,,,,,,,,,,,,,,
Cook Islands,,,,,37.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,184.83,,,,,,2551.3,,,,2565.13,,,,,2592.28,,,,,,,,,,,,,,,,,,
Croatia,9.78,9.25,9.21,7.87,7.98,7.72,7.63,8.24,7.14,7.83,8.15,8.07,7.96,7.61,8.34,8.32,8.37,8.55,9.58,7.42,8.22,8.47,7.78,5.78,5.56,6.21,5.35,5.81,5.66,75.53,44.35,41.44,79.31,77.56
Cuba,6423.2,,4349.3,,3202.3,,3555.7,,3608.4,,3428.97,,3038.62,,,,,,,,,,,,,,,,,,,,,
Cyprus,0.98,0.99,1.09,1.15,1.13,1.27,1.19,1.17,1.25,1.22,1.17,1.28,1.29,1.28,1.15,1.06,1.11,1.09,1.05,1.02,1.08,1.04,1.02,0.94,0.92,0.95,0.97,0.99,1.0,75.32,44.11,40.96,79.09,76.85
Czechia,31.5,27.01,24.18,21.68,21.29,22.28,21.48,21.38,20.99,20.33,21.75,22.58,21.25,19.67,21.97,21.34,20.93,21.12,21.37,18.54,18.12,20.27,19.78,19.03,19.37,20.71,21.82,21.54,20.38,36.69,22.75591,24.886154,36.87,36.85
Côte d’Ivoire,,,,,1700.04,,,,,,185677.6,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,4030.0,,,,4650.0,,,,,,930.0,,930.0,,,,,,,,,,,,,,,,,,,,,
Democratic Republic of the Congo,,,,,2557.19,,,,,8990.0,6606.1,6317.8,6271.3,6060.5,,,,,,,,,,,,,,,,,,,,
Denmark,27.42,26.89,26.05,25.26,24.98,24.75,23.58,23.69,23.85,24.08,23.88,23.22,23.0,22.59,21.14,19.0,18.55,19.15,19.13,18.46,18.13,18.11,17.81,17.79,18.12,18.15,18.66,18.86,18.19,76.79,45.08,42.35,80.63,79.64
Djibouti,,,,,0.57,,,,,,449.5,,,,,,,,,,,,,,,,,,,,,,,
Dominica,,,,,13.07,,,,,,36.45,33.48,31.31,33.17,23.56,30.07,2.36,2.39,2.42,2.39,2.39,2.39,2.39,2.39,2.36,2.36,2.36,2.29,,,,,,
Dominican Republic,838.24,,,,778.78,,,,2819.45,,3179.98,,,,,,,,,,3483.66,,,,,,,,,,,,,
Ecuador,151345.1,,,,,,,,,,,,,,,,,,,,7351.46,,7382.68,,,,,,,,,,,
Egypt,10329.82,,,,,,,,,,24445.67,,,,,28933.94,,,,,,,,,,,,,,,,,,
El Salvador,,,,,4094.48,,,,,,,,,,,1646.1,,,,,,,,,,,,,,,,,,
Eritrea,,,,,1866.2,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,
Estonia,4.93,4.8,3.99,3.12,2.82,2.57,2.43,2.46,2.54,2.24,2.29,2.25,2.17,2.34,2.46,2.47,2.43,2.65,2.84,2.68,2.73,2.74,2.91,2.92,3.02,3.1,3.02,3.1,3.06,75.37,44.19,41.09,79.14,77.03
Eswatini,,,,,414.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,3100.0,4340.0,4650.0,4650.0,12134.98,11025.4,11851.02,15927.29,16209.34,16341.9,15731.22,16047.5,18274.5,17933.81,19562.18,10924.85,18969.54,13388.1,21952.74,22675.18,23647.45,20752.26,24240.07,24123.86,,,,,,,,,,
Fiji,,,,,27.9,,,,,,,,,,628.68,,,,,,,,,,,,,,,,,,,
Finland,21.33,19.86,18.42,18.97,19.35,19.81,19.93,19.98,19.39,19.22,19.47,19.12,19.25,19.7,19.99,20.29,19.6,19.83,20.36,17.46,16.14,15.67,15.64,15.77,15.97,15.99,16.03,16.17,16.0,76.35,44.93,42.06,80.17,79.05
France,222.75,224.59,223.43,220.7,220.96,226.08,231.18,230.95,208.55,188.9,185.29,184.13,174.92,168.59,163.2,160.03,155.7,156.26,153.65,148.49,140.92,136.0,136.71,135.96,140.05,139.49,135.93,140.98,135.31,133.07,76.96,71.6,139.72,131.11
Gabon,,,,,949.22,,,,,,291.85,,,,,,,,,,,,,,,,,,,,,,,
Gambia,,,,66.01,,,,,,,1102.9,,,,,,,,,,,,,,,,,,,,,,,
Georgia,622.85,2006.94,1631.84,1077.87,982.39,999.13,1210.55,338.52,833.04,1327.57,1822.09,1810.37,1872.49,1872.8,1857.18,2268.08,2081.2,1865.58,1651.33,2026.79,1997.68,1990.3,2078.44,2223.46,2223.47,2223.46,2223.45,2223.46,2223.46,1740.83,984.64,910.98,1827.87,1663.38
Germany,209.81,202.54,206.74,197.85,201.56,199.67,204.25,194.51,151.74,139.96,140.14,144.99,142.18,144.41,151.71,145.23,143.71,150.03,151.36,148.39,121.6,125.97,123.7,125.53,127.69,129.76,126.96,125.98,119.19,120.74,70.12,65.88,126.78,121.05
Ghana,2813.56,2520.61,2473.8,2526.5,2569.9,2501.7,2675.3,2802.09,2822.55,2988.4,3069.0,3335.6,3313.9,3434.8,3496.8,3568.1,3960.56,,,,,,,,,,,,,,,,,
Greece,25.05,24.59,24.06,22.19,21.8,22.49,23.07,22.53,22.27,22.12,21.38,20.93,20.79,20.55,20.56,19.99,19.43,19.77,18.97,17.76,18.42,17.6,16.17,15.16,14.47,14.26,14.44,14.65,14.38,76.53,44.93,42.08,80.36,79.18
Grenada,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,6409.25,,,,3614.91,,,,,,5203.97,,,,,5159.02,,,,,,,,,,,,,,,,,,
Guinea,,,,,227.63,,,,,,38130.0,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,,,,,846.67,,,,,,,,,,,,773.79,,,,7164.1,,,,,,,,,,,,,
Guyana,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,223.2,238.7,238.7,238.7,238.7,238.7,238.7,,,,,,,,,,,,,,,,,,,
Haiti,,,,,1137.7,1373.3,1435.3,1472.5,1519.0,1522.1,1565.5,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,978.42,,,,,2287.8,,,,,1834.27,,,,,,,,,,1685.16,,,,,,,,
Hungary,28.11,19.12,14.91,15.53,18.73,15.94,17.89,17.88,17.57,17.0,18.14,19.65,17.35,17.09,19.75,18.85,17.93,16.09,13.74,12.76,12.51,13.15,12.94,14.08,14.87,15.21,16.11,16.12,16.3,76.01,44.83,41.99,79.81,78.86
Iceland,1.27,1.23,1.18,1.2,1.21,1.19,1.24,1.22,1.21,1.24,1.17,1.15,1.07,1.04,1.03,1.05,1.08,1.12,1.15,1.06,1.03,1.01,1.03,1.01,1.11,1.05,1.04,1.08,1.03,75.32,44.12,40.96,79.09,76.85
India,,,,,55304.0,,,,,,79801.25,,,,,,,,,,114365.2,,,,,,,,,,,,,
Indonesia,18017.2,17973.8,18972.0,18717.8,18162.9,,,,,,28474.43,,,,,,,,,,,,,,,,,,,,,,,
Iran (Islamic Republic of),,,,,21643.58,,,,,,40145.0,,,,,,,,,,,,,,,,,,,,,,,
Iraq,,,,,,,,5580.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,25.94,25.11,24.84,25.25,26.12,27.13,27.52,27.15,28.57,27.75,26.7,25.06,23.91,23.53,23.21,22.69,21.8,21.22,21.03,20.44,21.29,19.93,20.46,21.94,21.33,21.34,21.7,22.65,23.33,77.29,45.33,42.66,81.15,80.15
Israel,,,,,,,1898.19,,,,2206.71,,,2420.65,2540.89,2542.67,2564.12,2754.14,2600.35,2362.64,2414.19,1929.19,2261.38,2236.5,2337.73,2296.83,2253.28,1788.47,1936.9,,,,,
Italy,87.37,90.78,89.22,90.71,88.94,92.55,92.93,96.23,97.15,99.02,96.13,96.79,94.73,94.23,96.92,94.07,77.6,75.19,70.15,66.29,64.02,62.27,63.93,61.37,59.85,59.93,60.74,60.43,59.38,91.24,53.41,50.03,95.8,93.13
Jamaica,,,,,106535.1,,,,,,,,,,,,3871.9,4984.8,6875.8,6665.0,6640.2,,6590.6,,,,,,,,,,,
Japan,106.97,105.97,106.55,106.09,110.31,111.34,115.13,117.84,112.53,91.9,100.35,88.22,86.36,85.83,85.26,83.77,83.35,81.22,78.48,76.32,74.48,73.12,72.05,72.14,70.81,69.59,67.77,68.52,67.11,,,,,
Jordan,,,,,78.65,,,,,,348.49,,,,,,1550.0,,,,,,,,,,,,,,,,,
Kazakhstan,59.56,56.79,59.34,55.13,46.98,43.13,42.91,45.27,49.58,56.95,63.46,61.91,60.62,59.58,57.78,56.33,55.51,55.0,51.92,51.14,51.33,52.63,52.1,52.94,54.81,55.27,55.67,57.2,58.14,83.79,49.38,46.26,87.98,86.24
Kenya,,,,,417.17,11082.5,,,,,10602.0,,,,,12406.2,,,,,13819.8,,,,,,,,,,,,,
Kiribati,,,,,0.0,,,,,,,,,,,,191.14,200.88,104.39,,,,,,,,,,,,,,,
Kuwait,,,,,136.4,,,,,,,,,,,,,,,,,,,,,,413.54,,,,,,,
Kyrgyzstan,2503.84,2610.85,2621.79,1700.78,1328.44,1169.88,1164.11,1368.46,1358.98,1373.36,1367.32,1411.03,1439.52,1454.86,1452.69,1498.82,1511.53,1550.0,1568.94,1680.26,1699.3,,,,,,,,,,,,,
Lao People's Democratic Republic,37.2,,,,,,,,,,2501.7,,,,,,,,,,,,,,,,,,,,,,,
Latvia,10.7,10.32,8.44,6.98,6.2,5.66,5.64,5.62,5.44,5.21,5.23,5.49,5.37,5.52,5.47,5.6,5.6,5.77,5.7,5.77,5.87,5.87,6.09,6.17,6.3,6.45,6.43,6.49,6.29,75.48,44.3,41.34,79.25,77.39
Lebanon,,,,,970.46,,,,,,1041.6,,,,,,,,,,,954.8,967.2,1008.08,,,,,,,,,,
Lesotho,,,,,213.9,,,,,,1450.8,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,0.03,0.04,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,75.28,44.05,40.87,79.04,76.73
Lithuania,17.58,18.01,12.34,10.76,9.59,9.42,10.95,11.33,12.13,11.96,12.64,13.02,13.81,14.16,14.92,15.81,15.63,18.32,17.43,10.47,10.11,11.26,10.67,9.9,10.35,10.42,10.18,10.3,9.92,75.62,44.6,41.73,79.4,78.08
Luxembourg,1.04,1.08,1.11,1.08,1.07,1.08,1.08,1.07,1.05,1.07,1.06,1.01,1.0,0.92,1.01,0.95,0.94,0.96,0.98,0.97,1.0,1.01,0.99,1.0,1.0,0.99,1.03,1.05,1.05,75.32,44.11,40.95,79.09,76.84
Madagascar,,,,,13032.4,,,,,,20677.0,,,,,13516.0,14208.6,14141.5,14142.3,14335.2,14505.8,,,,,,,,,,,,,
Malawi,331.7,,,,2405.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,5262.38,5805.77,6454.0,7220.3,7063.77,6489.76,6554.02,8343.31,8891.21,8751.61,9455.85,7826.22,9145.56,9369.81,10669.66,11788.83,10877.0,11976.95,14097.09,14722.58,15050.28,13574.35,,,,,,,,,,,,
Maldives,,,,,,,,,,,,,,,,,,,,,,13.33,13.33,14.26,15.81,16.74,,,,,,,,
Mali,,,,,,554.41,,,,,1773.2,,,,,,,,,,36439.26,,,,,,,,,,,,,
Malta,0.19,0.2,0.19,0.2,0.2,0.21,0.2,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.21,0.2,0.19,0.18,0.18,0.15,0.14,0.15,0.15,0.15,0.15,0.14,0.15,75.29,44.06,40.88,79.05,76.74
Marshall Islands,,,,,,,,,,,2.02,,,,,2.03,,,,,2.81,,,,,,,,,,,,,
Mauritania,,,,,,20.17,,,,,1660.05,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,,,,,,572.57,,,,,302.84,274.91,286.5,300.05,290.69,191.98,71.3,,,,,,,77.5,,,,,,,,,,
Mexico,31350.47,30231.62,29841.76,30407.08,30599.13,30067.72,30496.94,31118.91,32288.73,31906.31,31975.82,32114.14,30961.53,31307.4,31485.18,31016.82,31192.74,32508.58,31648.35,31841.64,32738.37,32414.5,33078.09,34822.27,,,,,,,,,,
Micronesia (Federated States of),,,,,2.92,,,,,,16.09,,,,,,,,,,,,,,,,,,,,,,,
Monaco,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.0,0.01,0.02,0.01,0.0,0.01,0.01,0.01,75.28,44.05,40.87,79.04,76.72
Mongolia,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,458.8,,,,,,,,,,,,,,,,,
Montenegro,382.85,385.95,362.7,342.55,341.0,347.2,353.71,341.62,330.46,324.26,316.2,300.7,294.5,310.0,306.9,244.9,243.35,226.3,229.4,202.12,226.3,223.82,223.81,223.82,223.82,223.82,223.82,223.82,223.83,189.94,109.32,100.2,199.44,178.17
Morocco,,,,,8680.0,,,,,,17062.4,,,,,,,,,,29556.98,,17552.2,,,,,,,,,,,
Mozambique,716.1,,,,981.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,,,,,,,,,,,2690.99,2780.89,2839.79,2957.62,3094.02,3311.02,,,,,,,,,,,,,,,,,,
Namibia,,,,,229.4,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,
Nauru,,,,,0.31,,,,,,0.6,,,0.68,,,,0.35,,,0.44,,,,,,,,,,,,,
Nepal,,,,,9641.0,,,,,,9470.5,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,60.51,61.09,61.94,62.86,61.24,60.94,61.09,60.21,58.27,55.95,54.18,50.88,48.17,47.76,49.26,48.96,48.81,43.27,30.61,29.94,28.96,28.23,27.69,28.29,28.72,29.56,28.45,29.05,28.02,81.05,47.52,44.56,85.1,83.61
New Zealand,16.53,16.8,16.92,17.63,18.41,19.23,19.46,19.76,19.57,19.68,20.73,21.99,22.9,23.5,23.65,23.79,23.56,22.72,22.7,22.38,23.07,23.69,24.19,24.26,24.74,25.0,25.06,25.16,25.48,,,,,
Nicaragua,,,,,793.6,,,,,,3871.13,,,,,,,,,,,,,,,,,,,,,,,
Niger,817.56,,,,,,,,,,4960.0,,,,,,,,2170.0,,,,,,,,,,,,,,,
Nigeria,,,,,3655.29,,,,,,7440.0,,,,,,,,,,,,,,,,,,,,,,,
Niue,,,,,0.01,,,,,,0.02,,,,,0.02,0.03,0.05,0.02,0.02,,,,,,,,,,,,,,
North Macedonia,1251.73,1218.5,1219.15,1195.11,1325.94,1173.34,1057.0,969.98,936.33,844.82,860.49,796.96,568.57,1219.01,1262.41,1091.91,1160.11,1039.21,946.22,905.97,905.98,905.97,905.96,905.97,905.97,905.97,905.96,905.97,905.96,822.65,499.61,463.57,864.15,862.62
Norway,13.8,13.27,11.48,12.15,12.38,12.47,12.53,12.5,12.8,13.52,12.84,12.6,13.42,12.92,13.41,13.64,12.52,11.93,10.45,8.6,8.3,8.29,8.3,8.21,8.24,8.36,8.13,7.99,7.88,75.63,44.53,41.68,79.41,78.08
Oman,,,,,7087.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,,,,,6.76,6.26,6.26,6.26,6.26,6.26,10.2,,,,,10.08,,,,,,,,,,,,,,,,,,
Panama,,,,,2793.1,,,,,,1382.6,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,,,,3782.0,,,,,,4617.76,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,37003.78,,,,9473.6,,,,,,8308.0,,,,,13877.15,,,,,,19895.8,20292.6,,,,,,,,,,,
Peru,,,,,13531.5,,,,,,11119.0,,,,,,,,,,13784.06,,14197.0,,,,,,,,,,,
Philippines,,,,,14002.7,,,,,,12378.3,,,,,,,,,,,,,,,,,,,,,,,
Poland,95.96,81.48,75.73,79.17,79.19,82.6,82.49,82.77,82.43,80.68,81.35,82.52,77.69,76.71,78.84,79.66,81.13,83.92,82.42,71.6,70.18,71.29,71.58,72.13,70.62,68.18,70.39,73.72,74.18,90.64,53.21,49.77,95.17,91.86
Portugal,13.04,12.91,12.79,12.5,12.45,12.99,13.64,13.8,13.88,14.24,14.89,14.45,14.11,12.95,13.49,12.91,12.46,13.03,12.72,11.69,11.61,10.73,10.78,10.82,11.23,10.87,10.62,10.91,10.79,75.73,44.62,41.8,79.52,78.35
Qatar,,,,,,,,,,,,,,,,,,451.67,,,,,,,,,,,,,,,,
Republic of Korea,9154.61,9672.0,12291.5,12818.5,13677.2,14728.1,15769.7,16761.7,17025.2,17539.8,18342.7,18525.6,18355.1,21758.9,24285.4,22862.5,22158.8,13078.9,12514.7,12945.6,13615.2,13370.3,13943.8,14148.4,13878.7,14322.0,14830.4,,,,,,,
Republic of Moldova,3212.81,2973.8,2364.4,2330.58,1801.44,1915.92,1790.31,1923.89,1722.52,1564.12,1415.07,1566.28,1610.0,1388.19,1636.99,1647.68,1579.67,983.51,1605.3,1385.61,1581.37,1608.03,1190.09,1674.28,,,,,,,,,,
Romania,53.29,37.55,37.61,39.85,37.08,39.39,37.67,36.57,32.5,30.64,32.26,31.77,29.3,31.65,35.93,35.4,31.54,31.53,27.52,25.38,26.15,27.31,24.94,25.51,24.57,25.0,25.21,26.35,28.92,78.27,45.83,43.22,82.18,81.12
Russian Federation,490.08,456.68,414.44,378.33,331.09,305.81,286.92,278.06,252.49,247.05,253.84,254.84,256.87,250.59,248.43,246.99,247.0,253.03,262.1,262.18,251.68,265.5,257.48,262.89,266.35,272.3,283.93,289.44,288.36,,,,,
Rwanda,,,,,,,,,,,,,807.53,,,4139.96,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,,,,,22.05,,,,,,32.21,,,,,28.43,,,,,32.67,,,,,,,,,,,,,
Saint Vincent and the Grenadines,248.56,,,,222.21,,,239.2,,,48.67,,,,59.83,,,,,,,,,,,,,,,,,,,
Samoa,,,,,389.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Marino,1.86,1.85,1.86,1.87,1.86,1.87,1.86,1.85,1.86,1.85,1.86,1.86,1.86,1.85,1.86,1.85,1.86,1.85,1.82,1.79,1.75,1.75,1.75,1.76,1.75,1.76,1.75,1.76,1.75,75.35,44.15,41.01,79.12,76.93
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,22.33,,,,,,,,,,,
Saudi Arabia,10476.48,,,,,,,,,,11788.06,,,,,,,,,,10684.62,,12049.7,,,,,,,,,,,
Senegal,,,,,,,,,,,3617.7,,,,,1745.3,,,,,,,,,,,,,,,,,,
Serbia,8751.3,8510.28,8269.25,8028.22,7787.2,7546.18,7305.15,7064.12,6823.1,6823.09,6823.1,6823.09,6823.1,6823.09,6823.1,6823.11,6823.1,6823.11,6823.1,6823.11,6823.1,6823.09,6823.1,6823.1,6823.1,6823.1,6823.1,6823.09,6823.1,4701.07,2705.2,2456.38,4936.12,4384.36
Seychelles,,,,,,23.25,,,,,11.86,,,,,,,,,,,,,,,,,,,,,,,
Singapore,,,,,58.9,,,,,,334.87,,,,,,,,,,438.62,,411.67,,,,,,,,,,,
Slovakia,14.48,11.38,9.31,7.75,9.29,9.73,10.35,10.34,9.31,7.84,8.56,9.46,9.25,9.2,10.0,9.8,10.55,10.11,9.95,8.85,8.2,6.99,6.74,6.69,7.1,6.91,7.15,6.77,7.04,75.48,44.39,41.57,79.25,77.7
Slovenia,2.53,2.35,2.56,2.44,2.62,2.78,2.89,2.94,2.94,2.92,3.03,2.99,2.75,2.65,2.58,2.59,2.63,2.65,2.52,2.5,2.47,2.51,2.52,2.42,2.45,2.53,2.55,2.47,2.53,75.38,44.2,41.09,79.15,77.03
Solomon Islands,,,,,,,,,,,29.44,,,,,,,,,,,,,,,,,,,,,,,
South Africa,23302.7,,,,20673.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,15213.22,15284.55,15419.04,15429.48,,,,,,,,
Spain,61.38,59.23,57.58,53.62,58.96,58.45,65.83,64.53,66.51,69.85,73.18,69.84,67.19,71.27,68.81,66.39,66.36,66.9,60.54,59.97,61.07,57.8,55.55,57.93,60.12,60.87,60.06,62.18,61.79,85.96,50.74,47.48,90.26,88.91
Sri Lanka,,,,7440.0,7827.57,7440.0,,,,,1072.29,,,,,,,,,,,,,,,,,,,,,,,
State of Palestine,,,,,,,,,,,,,,,,,,,,,,523.53,,,,,,,,,,,,
Sudan,,,,,,9920.0,,,,,17670.0,,,,,,,,,,,,,,,,,,,,,,,
Sweden,19.26,18.85,18.34,19.04,19.15,18.74,18.78,18.79,18.92,18.19,17.9,17.49,17.09,16.98,17.01,16.65,16.46,15.92,16.19,15.62,16.19,15.17,15.04,15.18,15.36,15.43,15.36,15.96,15.11,76.17,44.86,41.98,79.98,78.91
Switzerland,11.16,11.12,10.94,11.25,11.08,11.18,10.94,10.87,10.65,10.55,11.1,10.9,10.99,10.33,10.08,10.46,10.1,10.42,10.0,9.63,10.11,9.87,10.07,9.74,9.67,9.77,9.69,10.34,9.66,75.65,44.51,41.66,79.43,78.01
